Trial-ID,Status,Iteration,activation,activation_E,hidden_layer,learning_rate,num_units,Objective,loss
38,INTERMEDIATE,8,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,385,91.32902526855469,[91.329025  35.341366   2.2245831  2.009957  51.75312  ]
38,INTERMEDIATE,9,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,385,91.326904296875,[91.326904  35.339375   2.224506   2.0098624 51.753197 ]
38,COMPLETED,9,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,385,91.326904296875,[91.326904  35.339375   2.224506   2.0098624 51.753197 ]
39,INTERMEDIATE,0,elu,relu,5,1e-07,1942,91.30332946777344,[91.30333   35.317715   2.2236848  2.0088956 51.753117 ]
39,INTERMEDIATE,1,elu,relu,5,1e-07,1942,91.30000305175781,[91.3       35.31491    2.223649   2.0088365 51.75266  ]
39,INTERMEDIATE,2,elu,relu,5,1e-07,1942,91.29852294921875,[91.29852   35.31367    2.22356    2.0087101 51.752666 ]
39,INTERMEDIATE,3,elu,relu,5,1e-07,1942,91.29635620117188,[91.29636   35.31154    2.2234828  2.0086296 51.75274  ]
39,INTERMEDIATE,4,elu,relu,5,1e-07,1942,91.29431915283203,[91.29432   35.309544   2.2234046  2.0085375 51.752884 ]
39,INTERMEDIATE,5,elu,relu,5,1e-07,1942,91.29234313964844,[91.29234   35.307682   2.2233353  2.0084553 51.752945 ]
39,INTERMEDIATE,6,elu,relu,5,1e-07,1942,91.29022979736328,[91.29023   35.30575    2.2232563  2.008368  51.752945 ]
39,INTERMEDIATE,7,elu,relu,5,1e-07,1942,91.28813934326172,[91.28814   35.303722   2.2231886  2.0082927 51.752934 ]
39,INTERMEDIATE,8,elu,relu,5,1e-07,1942,91.28587341308594,[91.28587   35.301693   2.2231145  2.0082092 51.75296  ]
39,INTERMEDIATE,9,elu,relu,5,1e-07,1942,91.28362274169922,[91.28362   35.29948    2.2230291  2.0081224 51.752956 ]
39,COMPLETED,9,elu,relu,5,1e-07,1942,91.28362274169922,[91.28362   35.29948    2.2230291  2.0081224 51.752956 ]
40,INTERMEDIATE,0,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,302,91.25794982910156,[91.25795   35.275597   2.2222686  2.0072384 51.752846 ]
40,INTERMEDIATE,1,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,302,91.25652313232422,[91.25652   35.27416    2.2221677  2.007164  51.753117 ]
40,INTERMEDIATE,2,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,302,91.25450134277344,[91.2545    35.272045   2.222109   2.0071087 51.753284 ]
40,INTERMEDIATE,3,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,302,91.25212860107422,[91.25213   35.26981    2.2220411  2.0070295 51.753258 ]
40,INTERMEDIATE,4,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,302,91.24979400634766,[91.249794  35.267704   2.2219625  2.00695   51.75321  ]
40,INTERMEDIATE,5,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,302,91.24737548828125,[91.247375  35.265385   2.2218897  2.0068812 51.753235 ]
40,INTERMEDIATE,6,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,302,91.24505615234375,[91.245056  35.26326    2.2218082  2.0067923 51.75325  ]
40,INTERMEDIATE,7,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,302,91.24275207519531,[91.24275   35.261078   2.2217329  2.0067203 51.753128 ]
40,INTERMEDIATE,8,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,302,91.24044799804688,[91.24045   35.258907   2.221658   2.0066507 51.753124 ]
40,INTERMEDIATE,9,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,302,91.23817443847656,[91.238174  35.25676    2.2215834  2.0065854 51.75317  ]
40,COMPLETED,9,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,302,91.23817443847656,[91.238174  35.25676    2.2215834  2.0065854 51.75317  ]
41,INTERMEDIATE,0,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,0.01,472,91.21357727050781,[91.21358   35.233635   2.2207143  2.0057905 51.753315 ]
41,INTERMEDIATE,1,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,0.01,472,91.2105712890625,[91.21057   35.230846   2.2206488  2.0057425 51.753227 ]
41,INTERMEDIATE,2,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,0.01,472,91.2085189819336,[91.20852   35.228928   2.2205393  2.0056586 51.753284 ]
41,INTERMEDIATE,3,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,0.01,472,91.2063980102539,[91.2064    35.22684    2.220488   2.0056114 51.753315 ]
41,INTERMEDIATE,4,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,0.01,472,91.20394134521484,[91.20394   35.224655   2.2204084  2.0055428 51.753193 ]
41,INTERMEDIATE,5,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,0.01,472,91.20162963867188,[91.20163   35.222557   2.22034    2.0054743 51.753185 ]
41,INTERMEDIATE,6,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,0.01,472,91.19935607910156,[91.199356  35.220547   2.2202604  2.0054202 51.753124 ]
41,INTERMEDIATE,7,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,0.01,472,91.19667053222656,[91.19667   35.218094   2.2201948  2.005368  51.753044 ]
41,INTERMEDIATE,8,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,0.01,472,91.19429016113281,[91.19429   35.215816   2.2201235  2.0053108 51.75312  ]
41,INTERMEDIATE,9,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,0.01,472,91.19202423095703,[91.192024  35.21358    2.2200425  2.005248  51.753113 ]
41,COMPLETED,9,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,0.01,472,91.19202423095703,[91.192024  35.21358    2.2200425  2.005248  51.753113 ]
42,INTERMEDIATE,0,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,1944,91.16674041748047,[91.16674   35.18884    2.2193034  2.004669  51.753834 ]
42,INTERMEDIATE,1,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,1944,91.16377258300781,[91.16377   35.18632    2.2191927  2.0046027 51.753628 ]
42,INTERMEDIATE,2,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,1944,91.161376953125,[91.16138  35.184258  2.219113  2.004526 51.753487]
42,INTERMEDIATE,3,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,1944,91.15877532958984,[91.158775  35.18201    2.2190337  2.0044663 51.75326  ]
42,INTERMEDIATE,4,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,1944,91.15604400634766,[91.156044  35.1795     2.218954   2.0044057 51.753178 ]
42,INTERMEDIATE,5,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,1944,91.15354919433594,[91.15355   35.17701    2.2188904  2.004367  51.75322  ]
42,INTERMEDIATE,6,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,1944,91.15127563476562,[91.151276  35.174927   2.2188058  2.004308  51.75314  ]
42,INTERMEDIATE,7,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,1944,91.14866638183594,[91.14867   35.172535   2.2187047  2.0042434 51.753143 ]
42,INTERMEDIATE,8,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,1944,91.14635467529297,[91.146355 35.170334  2.218624  2.004185 51.75321 ]
42,INTERMEDIATE,9,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,1944,91.14370727539062,[91.14371   35.167763   2.2185595  2.0041392 51.753277 ]
42,COMPLETED,9,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,1944,91.14370727539062,[91.14371   35.167763   2.2185595  2.0041392 51.753277 ]
43,INTERMEDIATE,0,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,1e-07,1583,91.11730194091797,[91.1173    35.14285    2.2178178  2.0035913 51.753098 ]
43,INTERMEDIATE,1,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,1e-07,1583,91.11451721191406,[91.11452   35.140137   2.2177284  2.0035412 51.753143 ]
43,INTERMEDIATE,2,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,1e-07,1583,91.111328125,[91.11133   35.137234   2.2176316  2.0034997 51.75302  ]
43,INTERMEDIATE,3,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,1e-07,1583,91.10843658447266,[91.10844   35.134537   2.2175772  2.0034652 51.75307  ]
43,INTERMEDIATE,4,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,1e-07,1583,91.10563659667969,[91.10564   35.13179    2.2175095  2.00342   51.752922 ]
43,INTERMEDIATE,5,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,1e-07,1583,91.10314178466797,[91.10314   35.129505   2.2174392  2.0033622 51.752987 ]
43,INTERMEDIATE,6,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,1e-07,1583,91.1005859375,[91.100586  35.127007   2.217373   2.0033133 51.753    ]
43,INTERMEDIATE,7,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,1e-07,1583,91.09819030761719,[91.09819  35.124695  2.217306  2.003268 51.75302 ]
43,INTERMEDIATE,8,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,1e-07,1583,91.09571838378906,[91.09572   35.122223   2.2172308  2.0032215 51.75302  ]
43,INTERMEDIATE,9,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,1e-07,1583,91.09309387207031,[91.093094  35.119724   2.217165   2.0031743 51.753044 ]
43,COMPLETED,9,relu,<function Exponential_Linear at 0x2b9f6e261620>,5,1e-07,1583,91.09309387207031,[91.093094  35.119724   2.217165   2.0031743 51.753044 ]
44,INTERMEDIATE,0,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,106,91.065185546875,[91.065186  35.09291    2.2164068  2.0026758 51.753166 ]
44,INTERMEDIATE,1,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,106,91.06266021728516,[91.06266   35.090294   2.2163153  2.0026226 51.75338  ]
44,INTERMEDIATE,2,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,106,91.05963134765625,[91.05963   35.0874     2.2162511  2.0025556 51.753418 ]
44,INTERMEDIATE,3,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,106,91.0571060180664,[91.057106  35.085087   2.2161698  2.0024967 51.753376 ]
44,INTERMEDIATE,4,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,106,91.05421447753906,[91.054214  35.082455   2.2161124  2.002461  51.753128 ]
44,INTERMEDIATE,5,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,106,91.0517349243164,[91.051735 35.08003   2.216056  2.002422 51.753193]
44,INTERMEDIATE,6,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,106,91.04918670654297,[91.04919   35.07764    2.2159765  2.0023754 51.753147 ]
44,INTERMEDIATE,7,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,106,91.04649353027344,[91.04649  35.075054  2.215902  2.002333 51.753143]
44,INTERMEDIATE,8,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,106,91.0438232421875,[91.04382   35.07247    2.2158284  2.0022876 51.753162 ]
44,INTERMEDIATE,9,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,106,91.04119110107422,[91.04119   35.069946   2.215759   2.0022385 51.75309  ]
44,COMPLETED,9,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,106,91.04119110107422,[91.04119   35.069946   2.215759   2.0022385 51.75309  ]
45,INTERMEDIATE,0,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,74,91.01238250732422,[91.01238   35.04235    2.2150624  2.0017753 51.753216 ]
45,INTERMEDIATE,1,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,74,91.00794982910156,[91.00795   35.03809    2.2150257  2.001777  51.753075 ]
45,INTERMEDIATE,2,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,74,91.00579833984375,[91.0058   35.036087  2.214951  2.001716 51.753048]
45,INTERMEDIATE,3,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,74,91.00311279296875,[91.00311   35.033646   2.2148757  2.0016563 51.752872 ]
45,INTERMEDIATE,4,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,74,91.00008392333984,[91.000084  35.030594   2.2148087  2.001614  51.752945 ]
45,INTERMEDIATE,5,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,74,90.99735260009766,[90.99735   35.028027   2.214757   2.0015829 51.752934 ]
45,INTERMEDIATE,6,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,74,90.99456024169922,[90.99456   35.025288   2.2147083  2.0015519 51.752956 ]
45,INTERMEDIATE,7,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,74,90.99178314208984,[90.99178   35.02267    2.2146513  2.0015178 51.75294  ]
45,INTERMEDIATE,8,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,74,90.98895263671875,[90.98895   35.01988    2.2145834  2.0014777 51.75302  ]
45,INTERMEDIATE,9,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,74,90.98621368408203,[90.98621   35.01718    2.2145324  2.0014446 51.753086 ]
45,COMPLETED,9,elu,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,74,90.98621368408203,[90.98621   35.01718    2.2145324  2.0014446 51.753086 ]
46,INTERMEDIATE,0,elu,relu,2,1e-07,1885,90.9535140991211,[90.953514  34.985695   2.2139685  2.001039  51.752903 ]
46,INTERMEDIATE,1,elu,relu,2,1e-07,1885,90.95207214355469,[90.95207   34.98411    2.2138948  2.0010014 51.753155 ]
46,INTERMEDIATE,2,elu,relu,2,1e-07,1885,90.94953155517578,[90.94953   34.981934   2.2138343  2.0009677 51.75291  ]
46,INTERMEDIATE,3,elu,relu,2,1e-07,1885,90.94660949707031,[90.94661   34.979237   2.2137523  2.0009198 51.752827 ]
46,INTERMEDIATE,4,elu,relu,2,1e-07,1885,90.9439697265625,[90.94397   34.97667    2.2136965  2.0008893 51.75289  ]
46,INTERMEDIATE,5,elu,relu,2,1e-07,1885,90.94136047363281,[90.94136   34.97424    2.2136486  2.0008507 51.752914 ]
46,INTERMEDIATE,6,elu,relu,2,1e-07,1885,90.93856048583984,[90.93856   34.971584   2.2135916  2.0008109 51.752907 ]
46,INTERMEDIATE,7,elu,relu,2,1e-07,1885,90.9357681274414,[90.93577   34.96875    2.2135365  2.0007746 51.752987 ]
46,INTERMEDIATE,8,elu,relu,2,1e-07,1885,90.93305206298828,[90.93305   34.966057   2.2134752  2.0007377 51.75304  ]
46,INTERMEDIATE,9,elu,relu,2,1e-07,1885,90.93002319335938,[90.93002   34.963238   2.2134197  2.0007029 51.75295  ]
46,COMPLETED,9,elu,relu,2,1e-07,1885,90.93002319335938,[90.93002   34.963238   2.2134197  2.0007029 51.75295  ]
47,INTERMEDIATE,0,elu,relu,2,0.01,1902,90.89946746826172,[90.89947   34.933468   2.2126286  2.0001962 51.753223 ]
47,INTERMEDIATE,1,elu,relu,2,0.01,1902,90.89691925048828,[90.89692   34.930843   2.2126234  2.0001888 51.753227 ]
47,INTERMEDIATE,2,elu,relu,2,0.01,1902,90.8935775756836,[90.89358   34.92745    2.212624   2.0001984 51.753094 ]
47,INTERMEDIATE,3,elu,relu,2,0.01,1902,90.89054107666016,[90.89054   34.924637   2.2125716  2.0001664 51.75294  ]
47,INTERMEDIATE,4,elu,relu,2,0.01,1902,90.8876724243164,[90.88767   34.921535   2.212563   2.0001614 51.753143 ]
47,INTERMEDIATE,5,elu,relu,2,0.01,1902,90.88459777832031,[90.8846    34.91847    2.2125268  2.0001354 51.753166 ]
47,INTERMEDIATE,6,elu,relu,2,0.01,1902,90.8814926147461,[90.88149   34.915573   2.212446   2.0000908 51.75322  ]
47,INTERMEDIATE,7,elu,relu,2,0.01,1902,90.87826538085938,[90.878265  34.912437   2.2124023  2.0000648 51.753166 ]
47,INTERMEDIATE,8,elu,relu,2,0.01,1902,90.87548828125,[90.87549   34.909706   2.212354   2.0000365 51.75318  ]
47,INTERMEDIATE,9,elu,relu,2,0.01,1902,90.87259674072266,[90.8726    34.906815   2.2123015  2.0000036 51.753105 ]
47,COMPLETED,9,elu,relu,2,0.01,1902,90.87259674072266,[90.8726    34.906815   2.2123015  2.0000036 51.753105 ]
48,INTERMEDIATE,0,elu,relu,2,1e-07,1977,90.83885955810547,[90.83886   34.874992   2.2116597  1.9996258 51.752575 ]
48,INTERMEDIATE,1,elu,relu,2,1e-07,1977,90.8360824584961,[90.83608   34.871887   2.211697   1.9996448 51.752846 ]
48,INTERMEDIATE,2,elu,relu,2,1e-07,1977,90.83299255371094,[90.83299   34.86889    2.2116528  1.9995992 51.75285  ]
48,INTERMEDIATE,3,elu,relu,2,1e-07,1977,90.83026123046875,[90.83026   34.86626    2.2115958  1.9995922 51.752804 ]
48,INTERMEDIATE,4,elu,relu,2,1e-07,1977,90.82738494873047,[90.827385  34.863457   2.2115595  1.9995638 51.752834 ]
48,INTERMEDIATE,5,elu,relu,2,1e-07,1977,90.8240966796875,[90.8241    34.86022    2.2115095  1.9995362 51.752853 ]
48,INTERMEDIATE,6,elu,relu,2,1e-07,1977,90.82096099853516,[90.82096   34.857155   2.21147    1.9995135 51.75287  ]
48,INTERMEDIATE,7,elu,relu,2,1e-07,1977,90.81812286376953,[90.81812   34.85429    2.2114208  1.9994856 51.752968 ]
48,INTERMEDIATE,8,elu,relu,2,1e-07,1977,90.81488037109375,[90.81488   34.85115    2.2113843  1.9994684 51.75284  ]
48,INTERMEDIATE,9,elu,relu,2,1e-07,1977,90.81185150146484,[90.81185  34.84808   2.211335  1.999438 51.752926]
48,COMPLETED,9,elu,relu,2,1e-07,1977,90.81185150146484,[90.81185  34.84808   2.211335  1.999438 51.752926]
49,INTERMEDIATE,0,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,31,90.77848815917969,[90.77849   34.815807   2.2107725  1.9990982 51.75284  ]
49,INTERMEDIATE,1,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,31,90.77484130859375,[90.77484   34.81204    2.210775   1.9991227 51.752872 ]
49,INTERMEDIATE,2,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,31,90.77226257324219,[90.77226   34.80945    2.210721   1.9991046 51.752945 ]
49,INTERMEDIATE,3,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,31,90.76854705810547,[90.76855   34.805733   2.2106645  1.9990892 51.75294  ]
49,INTERMEDIATE,4,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,31,90.76548767089844,[90.76549   34.80272    2.2106113  1.999065  51.752945 ]
49,INTERMEDIATE,5,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,31,90.76237487792969,[90.762375  34.799755   2.2105587  1.9990331 51.753    ]
49,INTERMEDIATE,6,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,31,90.75920867919922,[90.75921   34.79663    2.210517   1.9990146 51.75308  ]
49,INTERMEDIATE,7,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,31,90.75614929199219,[90.75615   34.793743   2.2104678  1.9989855 51.753033 ]
49,INTERMEDIATE,8,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,31,90.7530517578125,[90.75305   34.790672   2.2104166  1.9989551 51.753098 ]
49,INTERMEDIATE,9,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,31,90.74987030029297,[90.74987   34.787613   2.2103736  1.9989333 51.75312  ]
49,COMPLETED,9,tanh,<function Exponential_Linear at 0x2b9f6e261620>,2,0.01,31,90.74987030029297,[90.74987   34.787613   2.2103736  1.9989333 51.75312  ]
50,INTERMEDIATE,0,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,146,90.71283721923828,[90.71284   34.751408   2.2098622  1.9986933 51.752907 ]
50,INTERMEDIATE,1,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,146,90.70951080322266,[90.70951  34.748158  2.209817  1.998679 51.752953]
50,INTERMEDIATE,2,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,146,90.70735931396484,[90.70736   34.7458     2.2097805  1.998636  51.75309  ]
50,INTERMEDIATE,3,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,146,90.70430755615234,[90.70431   34.74292    2.2097313  1.9986014 51.753033 ]
50,INTERMEDIATE,4,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,146,90.70111083984375,[90.70111   34.739983   2.209694   1.9985883 51.752907 ]
50,INTERMEDIATE,5,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,146,90.69786834716797,[90.69787   34.736763   2.2096467  1.998561  51.752907 ]
50,INTERMEDIATE,6,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,146,90.69466400146484,[90.694664  34.733555   2.2095916  1.9985363 51.752987 ]
50,INTERMEDIATE,7,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,146,90.6915512084961,[90.69155   34.730415   2.2095428  1.9985113 51.752975 ]
50,INTERMEDIATE,8,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,146,90.68822479248047,[90.688225  34.72708    2.2095046  1.998499  51.75295  ]
50,INTERMEDIATE,9,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,146,90.68513488769531,[90.685135  34.72403    2.209457   1.9984717 51.753002 ]
50,COMPLETED,9,relu,<function Exponential_Linear at 0x2b9f6e261620>,2,1e-07,146,90.68513488769531,[90.685135  34.72403    2.209457   1.9984717 51.753002 ]
